,Unnamed: 0,Unnamed: 0.1,Title,Year,IMDB Rating,Age Restriction,Genre,Language,Runtime,Country,Type,Release Date,OTT Release Date,OTT,OTT Year
140,140,140,Aftermath,2017,5.7,R,"Drama, Thriller","English, Thai",120,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",Movie,07-04-2017,2021-02-17,Netflix,2021
141,141,141,Awara Paagal Deewana,2002,6.2,Not Rated,"Action, Comedy, Crime, Drama, Thriller",Hindi,180,"Canada,Mexico,South Africa,Thailand,Singapore,Turkey,Argentina,Israel,Australia,Brazil,Malaysia,Colombia,Hong Kong,Japan,United States,Russia,India",Movie,21-06-2002,2021-02-16,Netflix,2021
142,142,142,Unhinged,2020,6.1,R,"Action, Thriller",English,120,Canada,Movie,21-08-2020,2021-02-16,Netflix,2021
143,143,143,John Lewis: Good Trouble,2020,7.1,PG,Documentary,English,120,Canada,Movie,03-07-2020,2021-02-16,Netflix,2021
144,144,144,Repo Man,1984,6.9,R,"Action, Comedy, Crime, Sci-Fi, Thriller","English, Spanish",120,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania",Movie,02-03-1984,2021-02-16,Netflix,2021
145,145,145,For Love of the Game,1999,6.6,PG-13,"Drama, Romance, Sport",English,180,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania,Mexico,Argentina,Colombia",Movie,17-09-1999,2021-02-16,Netflix,2021
146,146,146,The Crew,2000,5.7,PG-13,"Comedy, Crime","English, Spanish",30,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Mexico,Hungary,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,Colombia,Hong Kong,Japan,South Korea,United States,Russia,India",Series,25-08-2000,2021-02-16,Netflix,2021
147,147,147,Sweethearts,1997,6.3,R,"Comedy, Drama",English,120,"Germany,Switzerland",Movie,10-10-1997,2021-02-15,Netflix,2021
148,148,148,The Queen of Sin,2018,4.2,Not Rated,"Drama, Mystery, Thriller",English,120,"Germany,Switzerland",Movie,05-05-2018,2021-02-15,Netflix,2021
149,149,149,Uppercut,1978,6.8,Not Rated,"Action, Comedy, Sport",Italian,120,"Germany,Switzerland",Movie,05-10-1978,2021-02-15,Netflix,2021
150,150,150,The Replacement Killers,1998,6.2,R,"Action, Crime, Thriller","English, Cantonese",120,South Africa,Movie,06-02-1998,2021-02-15,Netflix,2021
151,151,151,Then Came You,2019,7.0,Not Rated,"Adventure, Comedy, Drama",English,120,Canada,Movie,01-02-2019,2021-02-15,Netflix,2021
152,152,152,Story of Women,1990,7.5,Not Rated,"Drama, Romance",French,120,France,Movie,01-02-1990,2021-02-15,Netflix,2021
153,153,153,The Flower of Evil,2003,6.5,R,Drama,French,120,France,Movie,19-02-2003,2021-02-15,Netflix,2021
154,154,154,The Swindle,1997,6.5,Not Rated,"Comedy, Crime, Thriller","French, Hungarian, Italian, Swiss German, Latin",120,France,Movie,24-10-1997,2021-02-15,Netflix,2021
155,155,155,Madame Bovary,2015,5.7,R,"Drama, Romance","English, French, Latin, German",180,France,Movie,12-06-2015,2021-02-15,Netflix,2021
156,156,156,LEnfer,2012,5.5,Not Rated,"Comedy, Drama",Greek,120,France,Movie,23-02-2012,2021-02-15,Netflix,2021
157,157,157,Betty,2020,6.7,TV-14,Comedy,English,120,France,Movie,01-05-2020,2021-02-15,Netflix,2021
158,158,158,New Amsterdam,2018,8.1,TV-14,Drama,English,30,"Poland,Italy,Spain,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Netherlands,Thailand,Singapore,Turkey,Romania,Australia,Malaysia,Hong Kong,South Korea,Russia,Canada,Mexico,Argentina,Colombia",Series,25-09-2018,2021-02-15,Netflix,2021
159,159,159,Wheel of Fortune,1983,6.7,TV-G,"Family, Game-Show",English,30,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Romania,Israel,Switzerland,United Kingdom,Australia,Malaysia,India,Hong Kong,Japan,Russia,Iceland,Canada,Mexico,Argentina,Brazil,Colombia,United States",Series,19-09-1983,2021-02-15,Netflix,2021
160,160,160,The Big Day,2005,5.4,Not Rated,"Comedy, Romance",Danish,30,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Hungary,Mexico,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Switzerland,United Kingdom,Australia,Malaysia,Brazil,Colombia,India,Hong Kong,Japan,South Korea,United States,Russia",Series,18-03-2005,2021-02-15,Netflix,2021
161,161,161,The Photograph,2020,6.0,PG-13,"Drama, Romance",English,120,South Korea,Movie,14-02-2020,2021-02-14,Netflix,2021
162,162,162,Three Nobunagas,2019,4.5,Not Rated,"Comedy, Drama, History",Japanese,120,Japan,Movie,20-09-2019,2021-02-14,Netflix,2021
163,163,163,Monsoon,2020,5.9,Not Rated,"Drama, Romance","English, Vietnamese",120,"Canada,United States",Movie,13-11-2020,2021-02-14,Netflix,2021
164,164,164,White House Farm,2020,7.4,TV-MA,"Biography, Crime, Drama, Mystery, Thriller",English,30,United Kingdom,Series,24-09-2020,2021-02-13,Netflix,2021
165,165,165,Follow Me,2018,5.1,Not Rated,Documentary,English,120,Netherlands,Movie,18-11-2018,2021-12-02,Netflix,2021
166,166,166,Mundina Nildana,2019,6.4,Not Rated,"Comedy, Drama, Romance",Kannada,120,"Canada,Mexico,South Africa,Turkey,Thailand,Singapore,Argentina,Australia,Israel,Brazil,India,Malaysia,Hong Kong,Colombia,Japan,United States,Russia",Movie,22-11-2019,2021-12-02,Netflix,2021
167,167,167,Capitani,2021,7.1,TV-MA,"Crime, Drama, Mystery, Thriller",Luxembourgish,30,"Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Canada,Slovakia,Mexico,Sweden,Netherlands,South Africa,Germany,Turkey,Thailand,Romania,Singapore,Argentina,Australia,Israel,Brazil,Switzerland,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,South Korea,United States,Russia,France",Series,11-02-2021,2021-12-02,Netflix,2021
168,168,168,Romang,2019,7.2,Not Rated,"Drama, Romance",English,120,South Korea,Movie,03-04-2019,2021-11-02,Netflix,2021
169,169,169,SUMMER 03,1986,7.7,R,"Drama, Romance","French, English, Spanish, German",120,South Korea,Movie,29-08-1986,2021-11-02,Netflix,2021
170,170,170,Weathering with You,2020,7.5,PG-13,"Animation, Drama, Fantasy, Romance",Japanese,120,South Korea,Movie,17-01-2020,2021-11-02,Netflix,2021
171,171,171,Night of the Undead,2020,5.3,Not Rated,"Comedy, Sci-Fi, Thriller",Korean,120,South Korea,Movie,29-09-2020,2021-11-02,Netflix,2021
172,172,172,Monster Hunt 2,2018,5.4,Not Rated,"Adventure, Comedy, Fantasy, Sci-Fi",Mandarin,120,Singapore,Movie,16-02-2018,2021-11-02,Netflix,2021
173,173,173,Homecoming,2018,7.5,TV-MA,"Drama, Mystery, Thriller",English,120,"Singapore,Malaysia",Movie,02-11-2018,2021-11-02,Netflix,2021
174,174,174,Forgotten Rules,1677,7.1,Not Rated,"Comedy, Crime",Indonesian,120,"Thailand,Singapore,Malaysia",Movie,1677-09-23,2021-11-02,Netflix,2021
175,175,175,Lassie Come Home,1943,7.1,Passed,"Adventure, Drama, Family",English,120,Netherlands,Movie,01-12-1943,2021-11-02,Netflix,2021
176,176,176,The School Trip,2004,5.5,Not Rated,"Comedy, Romance",German,120,Slovakia,Movie,28-10-2004,2021-11-02,Netflix,2021
177,177,177,News of the World,2020,6.9,PG-13,"Action, Adventure, Drama, Western","English, German",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Czech Republic,Belgium,Portugal,Mexico,Hungary,South Africa,Slovakia,Sweden,Thailand,Netherlands,Germany,Singapore,Turkey,Romania,Argentina,Israel,Australia,Switzerland,United Kingdom,Brazil,Malaysia,India,Colombia,Hong Kong,South Korea,Russia,Greece,Japan",Movie,25-12-2020,2021-11-02,Netflix,2021
178,178,178,O Filho Eterno,2016,6.8,Not Rated,"Drama, Family",Portuguese,120,Brazil,Movie,01-12-2016,2021-10-02,Netflix,2021
179,179,179,Paradoks,2012,7.0,Not Rated,Crime,Polish,30,Poland,Series,06-09-2012,2021-10-02,Netflix,2021
180,180,180,Oh Happy Day,2004,5.6,Not Rated,"Comedy, Drama, Music, Romance","Danish, English",120,"Lithuania,Poland,France,Italy,Spain,Greece,Portugal,Germany,Switzerland,United Kingdom,Iceland,Czech Republic",Movie,05-11-2004,2021-10-02,Netflix,2021
181,181,181,Kenny Begins,2009,5.8,Not Rated,"Action, Comedy, Sci-Fi",Swedish,120,"Lithuania,Poland,France,Italy,Spain,Greece,Belgium,Portugal,Netherlands,Germany,Iceland,Czech Republic",Movie,25-03-2009,2021-10-02,Netflix,2021
182,182,182,Cold Lunch,2008,5.0,Not Rated,Drama,Norwegian,120,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",Movie,01-02-2008,2021-10-02,Netflix,2021
183,183,183,Spaceship Earth,2020,6.4,Not Rated,Documentary,English,120,"Colombia,Mexico,Argentina,Brazil",Movie,08-05-2020,2021-09-02,Netflix,2021
184,184,184,Mr. & Mrs. Incredible,2005,6.5,PG-13,"Action, Comedy, Crime, Thriller","English, Spanish",120,"Singapore,Malaysia",Movie,10-06-2005,2021-08-02,Netflix,2021
185,185,185,Golden Chickensss,2014,5.6,Not Rated,"Comedy, Drama","Cantonese, Mandarin",120,"Singapore,Malaysia",Movie,30-01-2014,2021-08-02,Netflix,2021
186,186,186,Golden Chicken,2002,7.1,Not Rated,"Drama, Comedy",Cantonese,120,"Singapore,Malaysia",Movie,26-12-2002,2021-08-02,Netflix,2021
187,187,187,American Dreams in China,2013,7.0,Not Rated,Drama,Mandarin,120,"Singapore,Malaysia",Movie,17-05-2013,2021-08-02,Netflix,2021
188,188,188,12 Golden Ducks,2015,4.7,Not Rated,Comedy,"Cantonese, Mandarin, English, Thai",120,"Singapore,Malaysia",Movie,19-02-2015,2021-08-02,Netflix,2021
189,189,189,Dont be the First one,2006,7.2,Not Rated,"Action, Crime, Thriller",Hindi,30,South Korea,Series,20-10-2006,2021-07-02,Netflix,2021
190,190,190,Space Sweepers,2021,6.6,TV-MA,"Action, Adventure, Drama, Fantasy, Sci-Fi","Korean, English",180,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Australia,Germany,Singapore,Turkey,Brazil,India,Argentina,Hong Kong,Israel,Japan,Switzerland,United Kingdom,South Korea,United States,Malaysia,Russia,Colombia,Romania",Movie,05-02-2021,2021-06-02,Netflix,2021
191,191,191,"Strip Down, Rise Up",2021,5.1,R,Documentary,English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Australia,Germany,Singapore,Turkey,Brazil,India,Argentina,Hong Kong,Israel,Japan,Switzerland,United Kingdom,South Korea,United States,Malaysia,Russia,Colombia,Romania",Movie,05-02-2021,2021-06-02,Netflix,2021
192,192,192,Malcolm & Marie,1986,7.2,PG-13,"Comedy, Crime, Sci-Fi",English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Australia,Germany,Singapore,Turkey,Brazil,India,Argentina,Hong Kong,Israel,Japan,Switzerland,United Kingdom,South Korea,United States,Malaysia,Russia,Colombia,Romania",Movie,05-11-1986,2021-06-02,Netflix,2021
193,193,193,Little Big Women,2020,7.3,Not Rated,Drama,"Mandarin, Min Nan",180,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Australia,Germany,Singapore,Turkey,Brazil,India,Argentina,Hong Kong,Israel,Japan,Switzerland,United Kingdom,South Korea,United States,Malaysia,Russia,Colombia,Romania",Movie,06-11-2020,2021-06-02,Netflix,2021
194,194,194,Invisible City,2009,7.3,Not Rated,Documentary,English,30,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Australia,Germany,Singapore,Turkey,Brazil,India,Argentina,Hong Kong,Israel,Japan,Switzerland,United Kingdom,South Korea,United States,Malaysia,Russia,Colombia,Romania",Series,02-05-2009,2021-06-02,Netflix,2021
195,195,195,Yakuza Ladies: The Final Battle,1990,6.3,Not Rated,Not Available,Japanese,120,Japan,Movie,02-06-1990,2021-05-02,Netflix,2021
196,196,196,Tim Maia,2014,7.2,Not Rated,"Biography, Drama, Music, Romance","Portuguese, English",180,Brazil,Movie,30-10-2014,2021-05-02,Netflix,2021
197,197,197,Doob: No Bed of Roses,2017,6.2,Not Rated,Drama,Bengali,120,"Canada,Mexico,South Africa,Thailand,Singapore,Argentina,Australia,Israel,Brazil,Turkey,India,Hong Kong,Malaysia,Japan,United States,Russia,Colombia",Movie,07-11-2017,2021-05-02,Netflix,2021
198,198,198,The Yin-Yang Master: Dream Of Eternity,2021,6.3,Not Rated,"Action, Drama, Fantasy, Mystery, Sci-Fi",Chinese,180,"Lithuania,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Netherlands,Argentina,Australia,Israel,Germany,Brazil,Turkey,Switzerland,India,United Kingdom,Hong Kong,Malaysia,Japan,South Korea,United States,Russia,Colombia,Poland,Romania",Movie,05-02-2021,2021-05-02,Netflix,2021
199,199,199,Ghost Buddies,2012,5.0,Not Rated,Comedy,Mandarin,120,"Malaysia,Singapore",Movie,10-05-2012,2021-04-02,Netflix,2021
200,200,200,A Febre,2001,7.8,Not Rated,"Drama, History, Romance",Portuguese,120,Brazil,Movie,08-01-2001,2021-04-02,Netflix,2021
201,201,201,Money,2017,5.5,R,"Crime, Mystery, Thriller","English, Spanish",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Portugal,Netherlands,Switzerland,United Kingdom,Czech Republic,Germany",Movie,27-06-2017,2021-04-02,Netflix,2021
202,202,202,Starring Maja,2009,6.3,Not Rated,"Comedy, Drama, Family",Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,11-09-2009,2021-04-02,Netflix,2021
203,203,203,Strong As A Lion,2003,4.5,Not Rated,"Adventure, Drama, Family",Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,14-02-2003,2021-04-02,Netflix,2021
204,204,204,The Assault,2011,6.1,R,"Action, History, Thriller","French, Arabic",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,09-03-2011,2021-04-02,Netflix,2021
205,205,205,The Dream House,2016,9.4,Not Rated,"Comedy, Drama, Fantasy","English, Spanish",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,24-06-2016,2021-04-02,Netflix,2021
206,206,206,The Great Adventure,1955,6.8,Approved,"Drama, Family",Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,23-05-1955,2021-04-02,Netflix,2021
207,207,207,The Pilgrimage to Kevlaar,1921,7.0,Not Rated,Drama,None,60,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,09-05-1921,2021-04-02,Netflix,2021
208,208,208,The Strongest,1920,6.6,Not Rated,Drama,None,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,01-02-1920,2021-04-02,Netflix,2021
209,209,209,Karl Fredrik Reigns,1938,5.2,Not Rated,"Comedy, Drama",Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Belgium,Portugal,Hungary,Netherlands,Germany,Czech Republic",Movie,01-02-1938,2021-04-02,Netflix,2021
210,210,210,Irl (In Real Life),2013,5.1,Not Rated,Drama,Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania",Movie,25-10-2013,2021-04-02,Netflix,2021
211,211,211,Ingeborg Holm,1913,7.1,Not Rated,Drama,None,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania",Movie,27-10-1913,2021-04-02,Netflix,2021
212,212,212,Hanna in Society,1941,3.8,Not Rated,Comedy,Swedish,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,15-11-1941,2021-04-02,Netflix,2021
213,213,213,Erotikon,1920,6.5,Not Rated,"Comedy, Romance","None, Swedish",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,08-11-1920,2021-04-02,Netflix,2021
214,214,214,Career,1960,6.9,Not Rated,Drama,English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,01-10-1960,2021-04-02,Netflix,2021
215,215,215,Blackjack,1998,4.9,R,"Action, Comedy, Crime, Drama, Thriller",English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,12-05-1998,2021-04-02,Netflix,2021
216,216,216,Bit By Bit,2002,4.8,Not Rated,Comedy,"Swedish, English, Yiddish",120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,27-09-2002,2021-04-02,Netflix,2021
217,217,217,As Seen On Tv,2005,8.6,Not Rated,"Short, Comedy",English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,30-08-2005,2021-04-02,Netflix,2021
218,218,218,Angel,1999,7.9,TV-14,"Action, Drama, Fantasy, Thriller",English,120,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Switzerland,United Kingdom,Romania",Movie,05-10-1999,2021-04-02,Netflix,2021
219,219,219,A Man There Was,1920,7.4,Not Rated,"Drama, War",None,60,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania",Movie,25-04-1920,2021-04-02,Netflix,2021
220,220,220,Firefly Lane,2021,6.6,TV-MA,"Drama, Romance",English,30,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Canada,Belgium,Mexico,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Netherlands,Israel,Australia,Germany,Switzerland,Turkey,Brazil,United Kingdom,India,Malaysia,Hong Kong,South Korea,United States,Russia,Colombia,Argentina,Japan,Romania",Series,03-02-2021,2021-04-02,Netflix,2021
221,221,221,Black Beach,2021,5.5,TV-MA,"Action, Adventure, Drama, Fantasy, Thriller","Spanish, English",120,"Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Canada,Mexico,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Israel,Australia,Turkey,Brazil,United Kingdom,India,Malaysia,Hong Kong,United States,Russia,Colombia,Argentina,Japan,Romania",Movie,03-02-2021,2021-04-02,Netflix,2021
222,222,222,Skandal. Ewenement Molesty,2020,6.2,Not Rated,"Documentary, Music",Polish,120,Poland,Movie,02-10-2020,2021-03-02,Netflix,2021
223,223,223,Kid Cosmic,2021,8.3,TV-Y7,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,30,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,South Africa,Portugal,Thailand,Hungary,Singapore,Slovakia,Sweden,Argentina,Australia,Germany,Israel,Brazil,Switzerland,Turkey,India,United Kingdom,Malaysia,Hong Kong,Japan,South Korea,United States,Russia,Colombia,Netherlands,Romania",Series,02-02-2021,2021-03-02,Netflix,2021
224,224,224,The Unsettling,2021,5.1,TV-14,"Crime, Fantasy, Horror, Sci-Fi, Thriller",English,30,United States,Series,01-02-2021,2021-02-02,Netflix,2021
225,225,225,Zac and Mia,1677,7.9,TV-14,Drama,English,30,United States,Series,1677-09-23,2021-02-02,Netflix,2021
226,226,226,My Dead Ex,2018,7.0,Not Rated,Comedy,English,30,United States,Series,20-03-2018,2021-02-02,Netflix,2021
227,227,227,Love Daily,2018,6.3,Not Rated,Romance,English,30,United States,Series,07-02-2018,2021-02-02,Netflix,2021
228,228,228,Stolen face,1952,6.1,Approved,"Crime, Drama",English,30,Japan,Series,16-06-1952,2021-02-02,Netflix,2021
229,229,229,The Woman Who Keeps a Murderer,2019,4.8,Not Rated,Horror,Japanese,120,Japan,Movie,12-04-2019,2021-02-02,Netflix,2021
230,230,230,Dragon Quest: The Adventure of Dai,1677,8.1,Not Rated,"Animation, Action, Adventure, Fantasy",Japanese,60,Japan,Movie,1677-09-23,2021-02-02,Netflix,2021
231,231,231,Aircraft Carrier Ibuki,2019,4.6,Not Rated,"Action, Drama, Thriller, War",Japanese,180,Japan,Movie,24-05-2019,2021-02-02,Netflix,2021
232,232,232,According to Our Butler,2019,5.0,Not Rated,"Crime, Drama",Japanese,120,Japan,Movie,17-05-2019,2021-02-02,Netflix,2021
233,233,233,Step,2017,6.8,PG,Documentary,English,120,Japan,Movie,04-08-2017,2021-02-02,Netflix,2021
